Country_Name,Country_Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Lesotho,LSO,,,,,,,,,,,50268473,43395459,47535434,66677046,48576066,43520461,60259771,67531267,56281282,48997745,72373882,115039949,157486250,252685729,372621144,456739383,460505583,571737993,575080953,499556708,417891105,386488997,406370202,460333704,501504291,519112399,658398850,,,,,
Liberia,LBR,,,,,18718549,19188689,17169642,27344984,18021319,54978992,5450000,8336716,6473031,20396000,3476406,1517968,2660464,509560,380371,7876425,,1307913,977250,2362460,5069083,28088833,376467,419971,616575,431082,267707,480276,3298471,7376739,18742650,25395461,71989513,119359165,160860069,372456984,,
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,107287425,422943421,596691632,757049265,772245890,1009945049,1409131894,1195011395,1311549167,1617720694,2349320538,3371975675,3512582286,3720240765,5654412424,7556624556,6280463644,6419824929,6335524523,7915368408
"Macedonia, FYR",MKD,,,,,,,,,,,,,,,,,,,,,,,,120503200,166364466,257486187,239545652,256995720,306112546,429918010,429378054,745166614,722028564,897665691,904966005,1228513781,1750597270,2082249978,1920336861,2050909722,1970032024,2331410163
Madagascar,MDG,37122000,46344981,52241541,67901789,49408140,35577007,42161004,68920764,59221245,5039520,9100000,26521655,19959215,29225634,58899721,48443937,114524464,185199306,223721113,245265708,92084946,88857217,84427500,80642850,71640029,108960784,240880920,281600527,171378013,227186729,285182985,398349961,363272346,414272747,503524276,481286831,583182459,846677006,982306553,1135488295,1171581600,1279082243
Malawi,MWI,29200000,31919979,36237115,66643022,81791079,61458210,26217487,88549577,76971881,76080401,75955674,54157211,28526421,20298635,60557708,49146191,29621582,58045444,150839685,105459895,142103082,157742195,44227430,61890329,47716468,110007127,220537350,142179547,255440936,246425642,242980762,202505203,161474511,122037174,128050852,158913184,133771787,216611435,242775850,149356593,307358122,197429655
Malaysia,MYS,667456900,827083732,1014856418,1461559212,1856664259,1688955990,2627814969,3070865766,3670452656,5005509030,5754998625,5024214147,4832355575,4672614680,4441615462,5677019647,6942089619,8572963559,7490587819,8733333838,10658832532,11716563664,18023987500,28182868709,26338866593,23774421199,27009404188,20788219819,25559373372,30588150528,28329831559,29522298324,33360663680,43821705841,65881088615,69857981541,82132321372,101000000000,91148849714,95431678355,105000000000,132000000000
Maldives,MDV,,,,,,,10000,80000,571474,712506,949148,1145422,8406400,4541128,5129802,4591968,6914464,8194187,21586914,24766283,24378453,23468609,28193750,26149830,31220398,47951943,76166937,98305131,118535056,127116484,122801165,95341540,135638959,162249406,206512425,189032887,234391278,311434228,243588885,275592736,364318766,348650282
Mali,MLI,900000,2067995,3749132,4226351,6109780,4195902,6895032,6949216,11375596,15625094,25634125,24869106,25328149,23416218,32445064,28673261,19646396,24963098,43696188,123369557,197765533,325999065,314190137,339781278,228624487,322950389,442845503,414894711,402878745,349687908,382455137,348668795,590804315,952478637,851339486,854256244,969533304,1087121418,1071545625,1604476586,1344375978,1378583494
Mauritania,MRT,3200000,7504565,13459416,42243177,103811970,47725242,81982578,50940399,81397325,117973809,146443450,166215885,144182621,110167515,81044026,62846491,52714485,77375496,60285160,87029774,58538416,71680834,65014875,49051952,44081264,85456192,141217944,200751636,48755774,35280000,46246079,36653570,70141786,27022883,33727017,64468253,187185036,197825713,188595950,225351721,271688466,484718215
Mauritius,MUS,46190000,51697682,70118244,66826039,131073693,165977226,89513769,67871956,53255920,48428425,112825200,50005978,55135758,32229095,35170101,42240121,150724971,361672159,463214001,542375435,761194275,914948832,840552378,781068498,771186144,863310753,896105236,693250715,559006309,730978542,897435380,835621204,1227371681,1577284266,1605921021,1339904492,1269634150,1780302337,1742653938,2178769694,2441835029,2582677062
Mexico,MEX,756033730,981456969,1296682590,1679818127,1920866329,1896784848,1403804525,1938338433,2269381286,3087691809,4175319283,4971262424,1777613455,4793446006,8018704804,5678880168,6673539955,13691984923,6326669601,6740243827,10216846003,18052066577,19171355378,25298703947,6441390824,16846814410,19432724204,28797466416,31799032446,31782189275,35508842537,44740742182,50594445120,58955641471,64140698987,74054140517,76270544995,87109237144,95126103809,99589207904,120000000000,144000000000
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,2452050,76335779,179920381,257008881,311958017,365985641,143562517,185700972,222490326,228532262,268855942,302270799,470258875,597448068,775478572,1333684647,1672406461,1480265226,1717685351,1964977532
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,,22824548,66017364,94180778,117028109,107436415,175711634,94086535,136489707,178768461,155631285,218505216,196882127,193737293,333150650,583395918,801746766,561481850,1294472976,2196704310,2275162975
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432665269,688838332,435670240,572612999,556155062,392694777
Morocco,MAR,141722000,176837990,252590665,307948131,504349105,437657206,549011032,609585582,772082126,917484589,813620197,509516102,539242248,375256518,265729347,345295874,486544466,751948887,836286995,770803381,2337533793,3349097038,3818641750,3929934650,4621504529,3601133539,3794028615,3992744553,4435029649,5689358857,4823173407,8473862913,10132656323,13851145141,16336624429,16187425496,20340718263,24123275381,22103775239,22797349300,22613081883,19526120788
Mozambique,MOZ,,,,,,,,,,,,,,,55294037,45886268,56746936,118022758,173596743,203495525,231744264,240557217,233365000,187240822,177505721,195318936,344062455,517354653,608498398,654007640,723179362,713224220,802498122,937499604,1130955248,1053820110,1155731241,1444691333,1577732161,2099265973,2159394273,2468772053
Myanmar,MMR,98344618,75767501,60969690,114339532,219574806,160822350,145252958,140482256,150230435,331879504,408656860,328874586,219116100,185192859,139557420,116064368,131294080,148847786,180489370,364109430,409508690,347210276,363826150,401045513,518318938,561146421,229188719,249813064,314918682,265462975,222987555,400458801,469988328,550224171,672134266,770729163,1235606375,3088878882,3717455596,5251693551,5716855809,7003907906
Nepal,NPL,94202508,102268037,107173164,132121732,145577565,113974576,145042571,161385886,178077033,235268987,271948960,262066272,268378950,191064639,128600060,105467412,145886790,251413391,282826502,272846692,354107111,450982954,518336184,699898122,752158933,586439829,571350294,626242271,756293402,845076558,945404453,1037710715,1017630218,1222483429,1462174041,1498984994,1935487661,2014032867,2457914118,2761049332,2925073543,3630831208
Nicaragua,NIC,49225290,58890753,80697216,117942009,108034730,124114416,148342300,152618157,56876109,155832347,75131000,118584838,179394937,220480000,,,,113265987,166098000,163920000,165533453,169488609,288776250,58899669,145990234,136202425,197324476,377939004,350405886,509713758,488462847,379930153,448133643,502061662,668198636,727807752,921891810,1103322447,1140842520,1573082196,1798980796,1892248902
Niger,NER,18740000,33588329,41349655,50757643,45495549,50265102,82484840,102029254,130243860,137379083,132428262,109753594,34697809,57406995,92131051,140029098,193576610,253849261,236653818,216750529,226479279,206677064,228678290,196381339,114517449,94726680,78483473,53266395,53056689,39242103,81430378,108589420,134054660,260094608,249820392,250698829,370889716,592959363,705211860,655544255,760292731,673044180
Nigeria,NGA,223498270,431942336,390711307,622853542,5708969937,5665692686,5256783772,4335986546,2028806093,5899641163,10639785566,4168453297,1926433882,1251986645,1674113909,1891868246,1349903025,1497832059,932989777,2041078372,4128789621,4678023330,1196052750,1640443739,1649172399,1443416274,4075717080,7581882901,7100827104,5450323690,9910901048,10456642866,7331336988,7128436636,16955637970,28279620719,42298743133,51334248337,53001765307,44762710240,34919347169,35211861533
Pakistan,PAK,194529622,198501870,323798261,590281593,688502078,562995207,684140398,715701792,795941411,1144047139,1567771066,1455323368,1812777499,2682849363,1610425724,1429436654,1464868819,1440835165,1192694280,1302246967,1046429502,1219792222,1523790725,1995445625,3715827397,1732811511,548285660,1194844439,1028001950,1511368704,1513347538,3640025805,8078289626,10940965401,9799027892,10032828992,11543115229,14044024447,7194233987,11318242171,14345900150,14527993179
Panama,PAN,15750000,21021684,43127954,41714929,39316005,34445398,78941516,70866195,150418455,118717739,117382756,119947448,100969756,206695837,215639208,97962498,170173626,77814187,72213457,119413142,343513831,499075396,504386250,597409921,704267862,781372943,866521835,1147777993,954498603,822912132,722595083,1091760801,1182833320,1010969628,630646311,1210531961,1334983324,1935051647,2423782844,3028272282,2714468988,2303728083
Papua New Guinea,PNG,,,,31260000,32450000,179670000,257201874,431365355,414750080,530801845,457765888,420886061,481383222,463965319,454590619,463143706,450076798,467328113,419338062,409643441,427289975,345327808,259575830,166063204,120208371,261350628,583893073,362675088,192881377,205140895,286867592,422646283,321506260,494175782,632562574,718099381,1400679332,2053708698,1953401800,2560608674,3032636296,4256398332
Paraguay,PRY,17605428,21138555,31540313,57266612,87572217,115344732,157823510,268861089,451139731,627066448,782720271,819771288,755180317,693701565,677186048,545196524,460512889,514163720,337995248,446557202,674873247,974467361,573168589,644825618,1044122626,1092914174,1049287145,835677633,864740778,978049558,762827643,713509988,629194260,968858232,1168047075,1297089016,1702146966,2461472167,2844555988,3838642103,4136813980,4950058701
Peru,PER,338657580,430223122,513201067,638654740,1112278569,566164911,424499907,522224567,616609504,2113581756,2803966969,1755200168,1988396096,1899044231,2061520803,2480958000,2242553300,1370497700,1213348000,1597167000,1890650000,3090441600,3456209000,3917582866,7420192725,8221745939,10578313527,10982227382,9565488037,8730482351,8373996766,8671849844,9339046523,9776803432,12176409336,13599425471,16733281646,26856468300,30271454434,32012632402,42647899882,47206306353
Philippines,PHL,254792000,392507820,600318063,1111431761,1655870738,1462602803,1739096888,1653546073,2104978493,3121121301,3977980295,2725396313,1740333175,857185286,844406817,1098200654,2611227401,2312132594,2168908351,2398208886,2036231563,4436166921,5335691000,5933972406,7146366699,6396310204,10058229502,7297478656,9274146941,13269721229,13090218428,13476292220,13329278063,13654873144,13116284188,15925983654,20025418449,30210597264,33192893634,38782892409,55362817220,67289686112
Romania,ROM,,,,470558596,696928016,903723303,932008717,760585061,1132422000,2334697225,2511224000,1830923003,2073349305,1906207981,1859571165,1447486000,1851399083,2062340773,1374492621,2730584452,1374053813,1489442746,1594700250,1921318133,3092362957,1578962997,2102759292,3803322004,2867372264,1526272167,2469678277,3922514362,6125295075,8039974549,14616359181,19872059737,28066237858,37194139970,36868368292,40756567166,43360906845,42939097564
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,9817681558,7206227235,14382776616,11276434839,12894700625,7801376660,8457230876,24264339149,32542400770,44053601160,73174946720,121000000000,176000000000,296000000000,467000000000,412000000000,417000000000,444000000000,454000000000
Rwanda,RWA,7700000,5778565,6373427,15181431,13107760,24916035,62103133,84079000,94967153,165104968,196075612,167713334,119120712,110890225,106855023,113326820,162303456,164190088,118334033,70373031,44348811,110120398,78719393,47457607,51249271,99096607,106744758,153343598,168751220,174181719,190641893,212109515,243728509,214698548,314640099,405756170,439670085,552791215,596280758,742737287,812754517,1050038984
Samoa,WSM,5220000,6410856,4528855,5077619,5957879,6386826,5240000,9126441,4782112,4820000,2770000,3281640,3481031,7229250,10557032,14020984,23746320,37198445,49196965,55066195,69045300,67807727,57646250,50705980,50800692,55312685,60804931,64205875,61422658,68199380,63657907,56635260,62493659,83909636,86133756,81769788,80736879,95353593,87076224,165846521,209444850,166792608
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,5137291,5030365,12426781,9682287,10877243,11639664,15481934,17352535,25470020,19503428,26702731,34181487,39331621,61292170,66671004,49425879,51474324
Senegal,SEN,22050000,24635295,38492724,12061714,6319976,31126042,25220168,36073119,23765454,33997579,25164593,20191778,24671949,23270184,12628603,14533685,20715062,23241132,22360226,30639580,22124307,23470761,22036910,14743770,190728398,271792266,288300180,386193415,430807742,403014313,387557896,455896443,644374775,1110917826,1367623553,1186030272,1334245207,1660041103,1602200366,2123228913,2047480435,1945652263
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154400000,391532206,1004659569,2165952597,3410782905,4095853523,5627936421,11647736280,13892608026,11122854351,14769209152,12714642381,14877188602
Seychelles,SYC,,,,4270000,5040000,6340000,6490000,11511471,9260279,12147892,18439443,13800016,13071866,9972348,5399604,8500984,7748928,13712560,8707285,12114850,16638360,27650739,31257750,35650572,30154870,27095254,21760026,26323862,21589897,30345525,43752074,37133888,69794569,67387802,34591086,56244154,112923278,40768609,63833878,190546674,235574953,252313379
Sierra Leone,SLE,39360000,38407394,46451954,51775246,54623871,28412400,25204162,33400594,34786614,46700000,30600000,15950194,8429493,16204695,7749011,10821968,13654725,6328373,7426914,3726283,5428453,9628609,18925000,28965198,40639728,34618100,26591811,38464882,43857079,39474547,49207283,51311629,84690089,66617186,125104335,170505608,183927180,216555217,220167670,404964445,408971189,439131439
Solomon Islands,SLB,,,,,,,,2870621,29185884,36957072,29604568,21589421,37229919,47329534,44703982,35605978,29571742,36748875,39619764,26162213,17599675,8542562,23497500,20068809,17418040,15905276,32583565,36339715,49034710,51143526,32044870,18070277,18687273,37005791,79812573,94825569,104075013,120530169,88829535,145987702,265834936,412272194
Somalia,SOM,21252110,26790291,31525521,35333899,42815003,68737425,85230804,121754081,129691094,51379991,25745921,38252059,15260311,16476671,6956603,8786945,20315495,16607371,23187521,23109679,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,42740000,50332571,59464517,86601280,77591857,57431421,92329929,292587699,407115535,549102731,282580140,352359571,380230502,320947606,530159878,471725052,377188001,309506427,247726248,269432866,447030483,724220186,979864996,1653805525,2069716975,2087724778,1961549472,2024140338,1979765929,1635546113,1039004884,1286808057,1630952596,2264929811,2131906534,2649511927,2726202464,3379531415,2468702104,4616053374,6709723707,6247923634
St. Lucia,LCA,,,,,,3240955,5191852,5652963,6757037,8124074,8287427,7611785,8211031,8870470,12380000,12650000,25110000,30800000,32650000,38210000,44589872,48746646,55461250,60037823,57790727,63090895,56140810,60981752,70614760,74515076,78828587,88936539,93892171,106902192,132539599,116387886,134538722,153719601,142774404,174798926,206256108,213433753
St. Vincent and the Grenadines,VCT,,,,,,,4658148,4810000,5256296,8901852,7270067,9004964,4783093,5696902,12820000,13800000,25832232,20220000,21820000,22770000,26490000,22684304,33381250,31510400,31254262,29831252,30186058,31188954,38765938,42584156,55179039,61439397,53198487,51191684,74981669,69511997,78691580,86976853,83690186,87815451,112702052,89626362
Sudan,SDN,21740000,27900000,35587408,61330487,124272499,36369231,23600000,23148588,28355824,67399647,48725508,16970340,20500000,16562817,17200000,12200000,58512232,11714187,12113457,15913142,11414227,7614304,27518807,37430696,78155913,163360978,106782703,81584279,90623305,188738167,137814239,49736273,248935516,529445722,1337996808,1868587866,1659926272,1377921603,1399041060,1094176603,1036243575,192529863
Swaziland,SWZ,,,,,13472681,45611560,73385780,94706218,113608490,113704917,158744493,96362392,76124519,92498832,80100444,83418808,96446641,127160621,140008668,180614470,216466837,171931828,309055000,264288586,296970667,298195506,253999574,294839199,358611506,375930149,351794160,271776572,275844448,277512200,323561641,243897197,372529339,774192980,751935739,958869293,756343903,600507642
Syrian Arab Republic,SYR,56896000,92904000,157219412,468474927,613249388,812561580,399706214,617512153,565089712,1007330307,827582421,622538386,578680585,369971252,524999211,355444608,469864338,626283673,534765164,460059283,446790360,420691843,403611000,451438913,445255186,126014004,126022562,126017772,126075204,126077978,126018210,126413408,126040265,126063849,182815537,17346850429,16467362362,17012957991,17061890099,17397709643,19465340973,
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,36533785,53581268,55177844,92859194,92557547,89508806,111851625,157527257,168219815,175114981,40086653,103849509,174563149,324187678,289292427
Tanzania,TZA,64970000,60253086,119587370,144616522,50232421,65446259,112267242,281826670,99860047,68041217,20300000,18827920,4822062,19415165,26868615,16000000,61089978,31799306,77713457,54213142,192800000,203908583,327336250,203345215,332066167,270203522,440087024,622065435,599159039,775460960,974237761,1156620154,1528839201,2038411249,2295701494,2048775565,2259345767,2886381432,2862895998,3470413141,3904675773,3726159099
Thailand,THA,911040540,890056281,1115223448,1469494890,2194580780,2006995113,2112848047,2208114443,2556904158,3099793423,3026261878,2720399410,2673865529,2555856300,2687314850,3003322426,3776532389,5205711125,7112347343,10508203374,14258318755,18392698396,21183084250,25439321248,30280317330,35982012080,37731194563,26179463280,28825065612,34062847462,32015871228,32354786131,38046430764,41076930744,48664009037,50690684869,65291414987,85221341933,109000000000,135000000000,168000000000,167000000000
Togo,TGO,35350000,40518487,36466500,37924738,54455531,41191532,66624424,47185453,72160020,71862007,84935483,156479133,173368194,177613623,207136581,300708522,346841921,368971230,237230389,290292677,358013291,369300540,276658654,161211782,99204582,130394605,88496836,118610740,117745070,122053051,140857367,126165789,172432007,204887479,357677093,191539035,374504892,438089068,581817735,703156274,714940238,774299059
Tonga,TON,,,,,,,,9001000,10116000,12560000,13753000,13981000,15561000,20953000,26017000,27509831,22481856,28880741,30509474,24851178,31338621,32282036,31769000,37060903,35538625,28709997,30615946,27493103,28656384,24490340,24642272,23759783,25120525,39771012,55262362,46864172,47972470,65238726,69753904,95702569,104527409,143294547
Tunisia,TUN,59897932,148480973,226181341,316200682,436959373,398032765,383275560,375924060,479213954,666557300,700155131,610305951,691731919,638499660,463854174,293749095,378244420,615850771,975873234,1036736124,866664132,866047296,923750971,937958414,1544397774,1605270631,1897641403,1978069024,1850076419,2261512479,1811048115,1989226504,2290303363,2945362884,3935738594,4436695951,6773162160,7850771202,8849300109,11057312544,9459270123,
Turkey,TUR,439755730,781035820,1493838187,2386717183,2227398008,1444445679,1471465322,1237511840,1630117685,2586031059,3298027746,2425976886,2802367064,2728450650,2442157941,2317544699,2912506886,3630665117,3912434534,6298197195,7626099904,6616201184,7507926703,7846358606,8633212584,12441845495,16435819647,18658335732,19488810167,23345860443,22488440547,18879205069,27068603160,33990986975,35669143202,50579001985,60891882508,73383889460,70428065069,70873658129,80712976523,78322384557
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,799006868,929007299,1168007400,1169007160,1256006717,1376007009,1513006832,,,,,,,,,,,,
Uganda,UGA,56650000,26922816,35952513,29113344,16758480,31022699,44534029,47205460,52699976,22839225,3000000,30003017,78324358,106496111,67907173,27288407,29205629,54600000,49300000,14100000,43986088,58913400,94420000,146356316,321367630,458850280,528370209,633473682,725384336,763115696,808042395,983357419,934009569,1080256629,1308101597,1344201160,1810879485,2559789964,2300539405,2994459390,2706004330,2617417255
Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,468913725,166106211,664538989,1050577419,1959987876,2341121559,761297262,1046391109,1352712231,2955344595,4205291293,6683209491,9490676098,18988037694,21844647312,31785993066,30800576739,25556937321,33327431404,30409319955
Uruguay,URY,186225180,204611270,298511510,497496326,740015366,554864632,653764389,912237647,1175048399,2017848445,2401057599,1778310192,1422106518,1199578045,941548075,1030643954,1499847211,1793011886,1602322591,1547554234,1445585561,1135960002,1185192250,1422523174,1621668177,1150073195,1250958549,1556379134,2073227420,2081196474,2478856153,3097080342,769146310,2083171269,2508468409,3074054444,3085255594,4114322853,6352808824,8028641761,7643648014,10288751702
Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763388240,,,,,,,,,,,,
Vanuatu,VUT,,,,,,,,,,,,8462713,5668635,6594650,8086951,10610267,21419510,40174521,40670287,35081462,37691813,39836946,42458750,45586198,43576135,48289731,43923923,37303885,44669056,41353793,38922827,37658100,36521974,43816496,61813739,67197569,104661388,119623141,115230052,148612898,161382116,173789338
"Venezuela, RB",VEN,1046548900,1584137696,2031777732,3193882841,8119250193,9970589904,9630262190,9602433755,8608720393,13187811133,13359611730,12719729048,11814613127,12014830256,12434221296,13998196224,10917152941,11510454491,7793016077,8701843656,12732617595,14718563056,13381433125,13692655080,12459341731,6283088820,11788241044,14378090196,11919914214,12277309454,13088483921,9239490293,8487069758,16034702451,18375430960,23918831965,29417291515,24196106958,33098128229,21702955648,13136781757,9930102155
Vietnam,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,1323681942,1735897815,1985854198,2002261895,3326147671,3416511106,3674565625,4121051660,6224181087,7041460610,9050561634,13384067980,23479392789,23890250553,16447103983,12466599340,13539120120
"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,,,,,,441445684,696933248,337116250,164809061,273977741,619037147,1017233823,1203130694,995528952,1471453848,2900254042,3658100619,4410535040,4986948667,5664785149,6115398089,7511512610,7715432356,8111374049,6935554486,5868352911,4448939511
Zambia,ZMB,514838710,285817837,171375428,207974127,195695678,165564775,115298663,94022853,96515815,191063133,206121500,142426413,157342395,137306439,54826402,201091984,71497164,110764773,139360164,123043283,201213453,192407809,,192326098,268127772,222702306,222709092,239085489,69382433,45429576,244824169,183446883,535132681,247729407,337106269,559788556,719716895,1089952034,1095608612,1892077500,2093751340,2324019792
Zimbabwe,ZWE,59433760,41695710,97094800,208907500,164413000,129177750,112348750,97632400,184406000,432020000,419235500,354712767,320466131,300443273,259960294,345468112,316314873,370440171,340678143,274210788,295117985,295014165,404469000,628149931,585403254,595516732,598812416,160096552,130759649,267960300,193133709,64712329,83357907,,,,,,,,,
